sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-13,1,0.0770344,0.333959 ,0,0.62,0.71,OK
sub-13,2,0.0729542,0.425981 ,0,0.63,0.71,OK
