sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-38,1,0.0528987,0.412618 ,0,0.61,0.72,OK
sub-38,2,0.0432612,0.247945 ,0,0.61,0.72,OK
