sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-16,1,0.0431994,0.241877 ,0,0.69,0.72,OK
sub-16,2,0.0682318,0.371742 ,0,0.69,0.72,OK
