sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-30,1,0.0303008,0.315026 ,0,0.54,0.71,OK
sub-30,2,0.0304129,0.110692 ,0,0.55,0.71,OK
