sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-29,1,0.0438011,0.254992 ,0,0.64,0.72,OK
sub-29,2,0.0391793,0.181062 ,0,0.64,0.72,OK
