sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-26,1,0.017575,4.96253e-05 ,0,0.65,0.72,OK
sub-26,2,0.0372422,0.234785 ,0,0.66,0.72,OK
