sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-07,1,0.019527,0.0584981 ,0,0.64,0.71,OK
sub-07,2,0.0342898,0.239846 ,0,0.64,0.71,OK
