sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-31,1,0.0591867,0.24123 ,0,0.64,0.72,OK
sub-31,2,0.0561584,0.181647 ,0,0.64,0.72,OK
