sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-12,1,0.10421,0.392251 ,0,0.68,0.72,OK
sub-12,2,0.134938,0.477703 ,0,0.69,0.72,OK
