sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-44,1,0.0491201,0.448982 ,0,0.63,0.72,OK
sub-44,2,0.0662188,0.433154 ,0,0.64,0.72,OK
