sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-21,1,0.0731739,0.438427 ,0,0.67,0.72,OK
sub-21,2,0.0531819,0.196255 ,0,0.67,0.72,OK
