sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-27,1,0.0658037,0.267226 ,0,0.64,0.71,OK
sub-27,2,0.0779718,0.358352 ,0,0.64,0.71,OK
