sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-06,1,0.0425528,0.288106 ,0,0.59,0.72,OK
sub-06,2,0.0582276,0.289468 ,0,0.58,0.72,OK
