sub,run,mean_FD,max_FD,FD_outliers,epi_mni_corr,t1_mni_corr,flag
sub-02,1,0.0469669,0.308753 ,0,0.63,0.71,OK
sub-02,2,0.0521419,0.251981 ,0,0.64,0.71,OK
